instance Boomer-SAT-W1 Boomer-MaxSAT
instance1149 0.001 0.003
instance1150 0.001 0.009
instance1151 0.001 0.008
instance1152 0.001 0.005
instance1153 0.001 0.007
instance1154 0.001 0.003
instance1155 0.001 0.002
instance1156 0.001 0.001
instance1157 0.001 0.002
instance1158 0.001 0.003
instance1159 0.001 0.005
instance1160 0.001 0.007
instance1161 0.001 0.002
instance1162 0.001 0.003
instance1163 0.001 0.002
instance1164 0.001 0.005
instance1165 0.001 0.008
instance1166 0.001 0.002
instance1167 0.001 0.008
instance1168 0.001 0.002
instance1169 0.001 0.01
instance1170 0.001 0.003
instance1171 0.001 0.001
instance1172 0.001 0.003
instance1173 0.001 0.003
instance1174 0.001 0.005
instance1175 0.001 0.004
instance1176 0.001 0.007
instance1177 0.001 0.009
instance1178 0.001 0.007
instance1179 0.001 0.007
instance1180 0.001 0.005
instance1181 0.001 0.003
instance1182 0.001 0.004
instance1183 0.001 0.007
instance1184 0.001 0.003
instance1185 0.001 0.003
instance1186 0.001 0.006
instance1187 0.001 0.004
instance1188 0.001 0.007
instance1189 0.001 0.004
instance1190 0.001 0.001
instance1191 0.001 0.001
instance1192 0.001 0.003
instance1193 0.001 0.003
instance1194 0.001 0.003
instance1195 0.001 0.007
instance1196 0.001 0.005
instance1197 0.001 0.003
instance1198 0.001 0.006
instance1199 0.001 0.004
instance1200 0.001 0.003
instance1201 0.001 0.002
instance1202 0.001 0.003
instance1203 0.001 0.009
instance1204 0.001 0.002
instance1205 0.001 0.006
instance1206 0.001 0.002
instance1207 0.001 0.003
instance1208 0.001 0.007
instance1209 0.001 0.008
instance1210 0.003 0.142
instance1211 0.003 0.13
instance1212 0.003 0.098
instance1213 0.007 0.155
instance1214 0.003 0.108
instance1215 0.01 0.109
instance1216 0.003 0.118
instance1217 0.003 0.152
instance1218 0.003 0.096
instance1219 0.007 0.102
instance1220 0.003 0.145
instance1221 0.004 0.127
instance1222 0.003 0.153
instance1223 0.003 0.118
instance1224 0.004 0.12
instance1225 0.002 0.167
instance1226 0.002 0.15
instance1227 0.003 0.13
instance1228 0.003 0.11
instance1229 0.003 0.136
instance1230 0.005 0.136
instance1231 0.009 0.141
instance1232 0.003 0.099
instance1233 0.005 0.097
instance1234 0.004 0.135
instance1235 0.005 0.126
instance1236 0.007 0.16
instance1237 0.002 0.164
instance1238 0.003 0.089
instance1239 0.005 0.093
instance1240 0.003 0.133
instance1241 0.003 0.089
instance1242 0.006 0.133
instance1243 0.003 0.122
instance1244 0.004 0.148
instance1245 0.007 0.138
instance1246 0.006 0.088
instance1247 0.003 0.113
instance1248 0.003 0.113
instance1249 0.003 0.129
instance1250 0.007 0.132
instance1251 0.006 0.119
instance1252 0.003 0.117
instance1253 0.004 0.123
instance1254 0.007 0.104
instance1255 0.003 0.122
instance1256 0.002 0.119
instance1257 0.006 0.141
instance1258 0.003 0.135
instance1259 0.003 0.138
instance1260 0.003 0.129
instance1261 0.003 0.102
instance1262 0.007 0.134
instance1263 0.006 0.108
instance1264 0.006 0.105
instance1265 0.004 0.192
instance1266 0.004 0.096
instance1267 0.004 0.115
instance1268 0.003 0.115
instance1269 0.004 0.088
instance1270 0.002 0.105
instance1271 0.003 0.143
instance1272 0.006 0.125
instance1273 0.006 0.133
instance1274 0.004 0.123
instance1275 0.004 0.1
instance1276 0.003 0.11
instance1277 0.003 0.127
instance1278 0.003 0.104
instance1279 0.008 0.101
instance1280 0.003 0.141
instance1281 0.003 0.13
instance1282 0.005 0.127
instance1283 0.004 0.085
instance1284 0.003 0.091
instance1285 0.005 0.159
instance1286 0.004 0.142
instance1287 0.003 0.099
instance1288 0.003 0.153
instance1289 0.006 0.143
instance1290 0.002 0.112
instance1291 0.003 0.136
instance1292 0.003 0.132
instance1293 0.005 0.104
instance1294 0.003 0.092
instance1295 0.006 0.088
instance1296 0.009 0.112
instance1297 0.003 0.118
instance1298 0.004 0.129
instance1299 0.006 0.106
instance1300 0.003 0.126
instance1301 0.006 0.117
instance1302 0.003 0.11
instance1303 0.004 0.111
instance1304 0.004 0.116
instance1305 0.003 0.116
instance1306 0.003 0.104
instance1307 0.004 0.115
instance1308 0.004 0.111
instance1309 0.006 0.083
instance1310 0.008 0.116
instance1311 0.008 0.124
instance1312 0.007 0.093
instance1313 0.002 0.138
instance1314 0.003 0.082
instance1315 0.005 0.083
instance1316 0.003 0.137
instance1317 0.003 0.144
instance1318 0.008 0.126
instance1319 0.003 0.131
instance1320 0.006 0.134
instance1321 0.003 0.097
instance1322 0.003 0.102
instance1323 0.005 0.12
instance1324 0.003 0.11
instance1325 0.003 0.122
instance1326 0.003 0.135
instance1327 0.003 0.121
instance1328 0.005 0.094
instance1329 0.007 0.117
instance1330 0.003 0.101
instance1331 0.003 0.134
instance1332 0.004 0.099
instance1333 0.005 0.153
instance1334 0.003 0.096
instance1335 0.002 0.161
instance1336 0.003 0.11
instance1337 0.008 0.119
instance1338 0.009 0.108
instance1339 0.003 0.129
instance1340 0.003 0.104
instance1341 0.003 0.127
instance1342 0.005 0.143
instance1343 0.004 0.092
instance1344 0.007 0.165
instance1345 0.003 0.12
instance1346 0.003 0.083
instance1347 0.003 0.105
instance1348 0.003 0.147
instance1349 0.003 0.173
instance1350 0.005 0.112
instance1351 0.007 0.097
instance1352 0.003 0.106
instance1353 0.003 0.107
instance1354 0.003 0.092
instance1355 0.005 0.131
instance1356 0.004 0.096
instance1357 0.006 0.116
instance1358 0.004 0.104
instance1359 0.009 0.106
instance1360 0.006 0.082
instance1361 0.007 0.107
instance1362 0.008 0.143
instance1363 0.003 0.094
instance1364 0.003 0.124
instance1365 0.002 0.154
instance1366 0.007 0.103
instance1367 0.007 0.12
instance1368 0.007 0.099
instance1369 0.003 0.116
instance1370 0.003 0.124
instance1371 0.003 0.132
instance1372 0.003 0.144
instance1373 0.009 0.123
instance1374 0.003 0.144
instance1375 0.002 0.156
instance1376 0.008 0.094
instance1377 0.005 0.113
instance1378 0.007 0.131
instance1379 0.007 0.094
instance1380 0.003 0.13
instance1381 0.003 0.084
instance1382 0.005 0.113
instance1383 0.007 0.134
instance1384 0.003 0.147
instance1385 0.003 0.112
instance1386 0.008 0.132
instance1387 0.009 0.136
instance1388 0.009 0.132
instance1389 0.003 0.114
instance1390 0.003 0.119
instance1391 0.004 0.149
instance1392 0.006 0.125
instance1393 0.003 0.11
instance1394 0.004 0.127
instance1395 0.004 0.127
instance1396 0.002 0.111
instance1397 0.003 0.147
instance1398 0.004 0.147
instance1399 0.004 0.093
instance1400 0.003 0.102
instance1401 0.006 0.155
instance1402 0.004 0.113
instance1403 0.003 0.131
instance1404 0.003 0.093
instance1405 0.003 0.14
instance1406 0.008 0.132
instance1407 0.009 0.127
instance1408 0.003 0.104
instance1409 0.007 0.127
instance1410 0.001 0.001
instance1411 0.001 0.001
instance1412 0.001 0.001
instance1413 0.001 0.001
instance1414 0.001 0.001
instance1415 0.001 0.001
instance1416 0.001 0.001
instance1417 0.001 0.001
instance1418 0.001 0.001
instance1419 0.001 0.001
instance1420 0.001 0.001
instance1421 0.001 0.001
instance1422 0.001 0.001
instance1423 0.001 0.001
instance1424 0.001 0.001
instance1425 0.001 0.001
instance1426 0.001 0.001
instance1427 0.001 0.001
instance1428 0.001 0.001
instance1429 0.001 0.001
instance1430 0.001 0.001
instance1431 0.001 0.001
instance1432 0.001 0.001
instance1433 0.001 0.001
instance1434 0.001 0.001
instance1435 0.001 0.001
instance1436 0.001 0.001
instance1437 0.001 0.001
instance1438 0.001 0.001
instance1439 0.001 0.001
instance1440 0.001 0.001
instance1441 0.001 0.001
instance1442 0.001 0.001
instance1443 0.001 0.001
instance1444 0.001 0.001
instance1445 0.001 0.001
instance1446 0.001 0.001
instance1447 0.001 0.001
instance1448 0.001 0.001
instance1449 0.001 0.001
instance1450 0.001 0.001
instance1451 0.001 0.001
instance1452 0.001 0.001
instance1453 0.001 0.001
instance1454 0.001 0.001
instance1455 0.001 0.001
instance1456 0.001 0.001
instance1457 0.001 0.001
instance1458 0.001 0.001
instance1459 0.001 0.001
instance1460 0.001 0.001
instance1461 0.001 0.001
instance1462 0.001 0.001
instance1463 0.001 0.001
instance1464 0.001 0.001
instance1465 0.001 0.001
instance1466 0.001 0.001
instance1467 0.001 0.001
instance1468 0.001 0.001
instance1469 0.001 0.001
instance1470 0.001 0.001
instance1471 0.001 0.001
instance1472 0.001 0.001
instance1473 0.001 0.001
instance1474 0.001 0.001
instance1475 0.001 0.001
instance1476 0.001 0.001
instance1477 0.001 0.001
instance1478 0.001 0.001
instance1479 0.001 0.001
instance1480 0.001 0.001
instance1481 0.001 0.001
instance1482 0.001 0.001
instance1483 0.001 0.001
instance1484 0.001 0.001
instance1485 0.001 0.001
instance1486 0.001 0.001
instance1487 0.001 0.001
instance1488 0.001 0.001
instance1489 0.001 0.001
instance1490 0.001 0.001
instance1491 0.001 0.001
instance1492 0.001 0.001
instance1493 0.001 0.001
instance1494 0.001 0.001
instance1495 0.001 0.001
instance1496 0.001 0.001
instance1497 0.001 0.001
instance1498 0.001 0.001
instance1499 0.001 0.001
instance1500 0.001 0.001
instance1501 0.001 0.001
instance1502 0.001 0.001
instance1503 0.001 0.001
instance1504 0.001 0.001
instance1505 0.001 0.001
instance1506 0.001 0.001
instance1507 0.001 0.001
instance1508 0.001 0.001
instance1509 0.001 0.059
instance1510 0.004 0.057
instance1511 0.004 0.059
instance1512 0.001 0.046
instance1513 0.002 0.054
instance1514 0.003 0.055
instance1515 0.002 0.047
instance1516 0.004 0.062
instance1517 0.004 0.064
instance1518 0.001 0.046
instance1519 0.002 0.052
instance1520 0.002 0.069
instance1521 0.004 0.059
instance1522 0.002 0.064
instance1523 0.002 0.062
instance1524 0.001 0.051
instance1525 0.001 0.053
instance1526 0.002 0.051
instance1527 0.002 0.07
instance1528 0.002 0.059
instance1529 0.002 0.07
instance1530 0.002 0.049
instance1531 0.002 0.058
instance1532 0.002 0.055
instance1533 0.002 0.058
instance1534 0.002 0.067
instance1535 0.001 0.045
instance1536 0.002 0.06
instance1537 0.002 0.051
instance1538 0.002 0.073
instance1539 0.002 0.058
instance1540 0.001 0.05
instance1541 0.001 0.05
instance1542 0.004 0.066
instance1543 0.001 0.05
instance1544 0.001 0.051
instance1545 0.001 0.054
instance1546 0.003 0.068
instance1547 0.002 0.06
instance1548 0.001 0.048
instance1549 0.002 0.057
instance1550 0.003 0.056
instance1551 0.002 0.041
instance1552 0.005 0.074
instance1553 0.002 0.054
instance1554 0.002 0.045
instance1555 0.001 0.058
instance1556 0.004 0.065
instance1557 0.003 0.056
instance1558 0.002 0.045
instance1559 0.001 0.048
instance1560 0.002 0.064
instance1561 0.002 0.057
instance1562 0.001 0.054
instance1563 0.002 0.062
instance1564 0.002 0.066
instance1565 0.002 0.05
instance1566 0.003 0.049
instance1567 0.002 0.053
instance1568 0.004 0.075
instance1569 0.001 0.065
instance1570 0.002 0.068
instance1571 0.002 0.059
instance1572 0.002 0.045
instance1573 0.003 0.062
instance1574 0.002 0.068
instance1575 0.004 0.059
instance1576 0.001 0.054
instance1577 0.002 0.059
instance1578 0.002 0.071
instance1579 0.004 0.053
instance1580 0.001 0.049
instance1581 0.002 0.069
instance1582 0.002 0.055
instance1583 0.002 0.047
instance1584 0.004 0.067
instance1585 0.001 0.062
instance1586 0.001 0.045
instance1587 0.002 0.071
instance1588 0.002 0.064
instance1589 0.002 0.05
instance1590 0.004 0.051
instance1591 0.005 0.059
instance1592 0.001 0.056
instance1593 0.002 0.053
instance1594 0.001 0.07
instance1595 0.005 0.046
instance1596 0.002 0.073
instance1597 0.002 0.044
instance1598 0.002 0.082
instance1599 0.002 0.048
instance1600 0.001 0.053
instance1601 0.003 0.052
instance1602 0.004 0.049
instance1603 0.001 0.057
instance1604 0.001 0.049
instance1605 0.002 0.039
instance1606 0.004 0.064
instance1607 0.002 0.059
instance1608 0.002 0.06
instance1609 0.001 0.066
instance1610 0.001 0.051
instance1611 0.003 0.047
instance1612 0.002 0.058
instance1613 0.003 0.064
instance1614 0.002 0.055
instance1615 0.003 0.066
instance1616 0.001 0.049
instance1617 0.002 0.037
instance1618 0.002 0.063
instance1619 0.006 0.067
instance1620 0.001 0.062
instance1621 0.002 0.043
instance1622 0.002 0.055
instance1623 0.004 0.047
instance1624 0.001 0.056
instance1625 0.004 0.05
instance1626 0.002 0.066
instance1627 0.001 0.059
instance1628 0.002 0.047
instance1629 0.002 0.054
instance1630 0.003 0.054
instance1631 0.004 0.063
instance1632 0.004 0.069
instance1633 0.001 0.072
instance1634 0.002 0.055
instance1635 0.002 0.06
instance1636 0.001 0.063
instance1637 0.005 0.049
instance1638 0.004 0.061
instance1639 0.005 0.063
instance1640 0.004 0.063
instance1641 0.003 0.062
instance1642 0.005 0.054
instance1643 0.005 0.06
instance1644 0.002 0.068
instance1645 0.002 0.043
instance1646 0.001 0.061
instance1647 0.005 0.049
instance1648 0.002 0.062
instance1649 0.003 0.075
instance1650 0.002 0.045
instance1651 0.002 0.055
instance1652 0.002 0.067
instance1653 0.005 0.042
instance1654 0.004 0.047
instance1655 0.002 0.059
instance1656 0.001 0.073
instance1657 0.002 0.049
instance1658 0.002 0.068
instance1659 0.001 0.065
instance1660 0.002 0.039
instance1661 0.003 0.058
instance1662 0.003 0.061
instance1663 0.004 0.063
instance1664 0.001 0.06
instance1665 0.003 0.047
instance1666 0.002 0.065
instance1667 0.001 0.067
instance1668 0.002 0.045
instance1669 0.002 0.047
instance1670 0.001 0.055
instance1671 0.001 0.06
instance1672 0.002 0.056
instance1673 0.001 0.061
instance1674 0.002 0.051
instance1675 0.003 0.072
instance1676 0.002 0.05
instance1677 0.006 0.048
instance1678 0.004 0.062
instance1679 0.006 0.059
instance1680 0.002 0.069
instance1681 0.002 0.053
instance1682 0.002 0.067
instance1683 0.002 0.073
instance1684 0.001 0.064
instance1685 0.002 0.048
instance1686 0.005 0.058
instance1687 0.005 0.075
instance1688 0.002 0.064
instance1689 0.002 0.073
instance1690 0.001 0.057
instance1691 0.001 0.048
instance1692 0.002 0.051
instance1693 0.001 0.041
instance1694 0.001 0.052
instance1695 0.004 0.052
instance1696 0.004 0.057
instance1697 0.005 0.046
instance1698 0.002 0.058
instance1699 0.004 0.056
instance1700 0.005 0.068
instance1701 0.001 0.064
instance1702 0.002 0.057
instance1703 0.003 0.066
instance1704 0.002 0.057
instance1705 0.004 0.056
instance1706 0.003 0.05
instance1707 0.004 0.052
instance1708 0.002 0.054
instance1709 0.001 0.006
instance1710 0.001 0.005
instance1711 0.001 0.006
instance1712 0.001 0.007
instance1713 0.001 0.007
instance1714 0.001 0.005
instance1715 0.001 0.005
instance1716 0.001 0.005
instance1717 0.001 0.006
instance1718 0.001 0.006
instance1719 0.001 0.005
instance1720 0.001 0.006
instance1721 0.001 0.005
instance1722 0.001 0.005
instance1723 0.001 0.005
instance1724 0.001 0.005
instance1725 0.001 0.006
instance1726 0.001 0.005
instance1727 0.001 0.006
instance1728 0.001 0.005
instance1729 0.001 0.005
instance1730 0.001 0.005
instance1731 0.001 0.005
instance1732 0.001 0.006
instance1733 0.001 0.007
instance1734 0.001 0.005
instance1735 0.001 0.005
instance1736 0.001 0.005
instance1737 0.001 0.005
instance1738 0.001 0.006
instance1739 0.001 0.007
instance1740 0.001 0.006
instance1741 0.001 0.006
instance1742 0.001 0.006
instance1743 0.001 0.007
instance1744 0.001 0.005
instance1745 0.001 0.006
instance1746 0.001 0.005
instance1747 0.001 0.006
instance1748 0.001 0.005
instance1749 0.001 0.005
instance1750 0.001 0.006
instance1751 0.001 0.006
instance1752 0.001 0.006
instance1753 0.001 0.006
instance1754 0.001 0.006
instance1755 0.001 0.006
instance1756 0.001 0.006
instance1757 0.001 0.005
instance1758 0.001 0.005
instance1759 0.001 0.005
instance1760 0.001 0.005
instance1761 0.001 0.007
instance1762 0.001 0.005
instance1763 0.001 0.006
instance1764 0.001 0.007
instance1765 0.001 0.006
instance1766 0.001 0.005
instance1767 0.001 0.006
instance1768 0.001 0.005
instance1769 0.001 0.005
instance1770 0.001 0.005
instance1771 0.001 0.005
instance1772 0.001 0.006
instance1773 0.001 0.008
instance1774 0.001 0.005
instance1775 0.001 0.007
instance1776 0.001 0.006
instance1777 0.001 0.009
instance1778 0.001 0.006
instance1779 0.001 0.006
instance1780 0.001 0.006
instance1781 0.001 0.005
instance1782 0.001 0.005
instance1783 0.001 0.005
instance1784 0.001 0.006
instance1785 0.001 0.005
instance1786 0.001 0.005
instance1787 0.001 0.005
instance1788 0.001 0.006
instance1789 0.001 0.005
instance1790 0.001 0.005
instance1791 0.001 0.006
instance1792 0.001 0.005
instance1793 0.001 0.005
instance1794 0.001 0.006
instance1795 0.001 0.005
instance1796 0.001 0.005
instance1797 0.001 0.005
instance1798 0.001 0.006
instance1799 0.001 0.006
instance1800 0.001 0.005
instance1801 0.001 0.006
instance1802 0.001 0.005
instance1803 0.001 0.005
instance1804 0.001 0.005
instance1805 0.001 0.007
instance1806 0.001 0.005
instance1807 0.001 0.005
instance1808 0.001 0.005
instance1809 0.001 0.006
instance1810 0.001 0.007
instance1811 0.001 0.006
instance1812 0.001 0.006
instance1813 0.001 0.006
instance1814 0.001 0.005
instance1815 0.001 0.005
instance1816 0.001 0.007
instance1817 0.001 0.005
instance1818 0.001 0.005
instance1819 0.001 0.006
instance1820 0.001 0.008
instance1821 0.001 0.006
instance1822 0.001 0.005
instance1823 0.001 0.006
instance1824 0.001 0.007
instance1825 0.001 0.005
instance1826 0.001 0.006
instance1827 0.001 0.006
instance1828 0.001 0.005
instance1829 0.001 0.005
instance1830 0.001 0.01
instance1831 0.001 0.006
instance1832 0.001 0.008
instance1833 0.001 0.006
instance1834 0.001 0.005
instance1835 0.001 0.007
instance1836 0.001 0.005
instance1837 0.001 0.007
instance1838 0.001 0.006
instance1839 0.001 0.006
instance1840 0.001 0.007
instance1841 0.001 0.006
instance1842 0.001 0.005
instance1843 0.001 0.005
instance1844 0.001 0.005
instance1845 0.001 0.006
instance1846 0.001 0.006
instance1847 0.001 0.005
instance1848 0.001 0.006
instance1849 0.001 0.005
instance1850 0.001 0.006
instance1851 0.001 0.006
instance1852 0.001 0.006
instance1853 0.001 0.005
instance1854 0.001 0.005
instance1855 0.001 0.008
instance1856 0.001 0.006
instance1857 0.001 0.005
instance1858 0.001 0.005
instance1859 0.001 0.005
instance1860 0.001 0.005
instance1861 0.001 0.005
instance1862 0.001 0.006
instance1863 0.001 0.005
instance1864 0.001 0.005
instance1865 0.001 0.007
instance1866 0.001 0.006
instance1867 0.001 0.005
instance1868 0.001 0.005
instance1869 0.001 0.006
instance1870 0.001 0.006
instance1871 0.001 0.006
instance1872 0.001 0.005
instance1873 0.001 0.005
instance1874 0.001 0.005
instance1875 0.001 0.006
instance1876 0.001 0.005
instance1877 0.001 0.006
instance1878 0.001 0.005
instance1879 0.001 0.006
instance1880 0.001 0.007
instance1881 0.001 0.005
instance1882 0.001 0.006
instance1883 0.001 0.006
instance1884 0.001 0.005
instance1885 0.001 0.005
instance1886 0.001 0.005
instance1887 0.001 0.006
instance1888 0.001 0.006
instance1889 0.001 0.007
instance1890 0.001 0.005
instance1891 0.001 0.005
instance1892 0.001 0.005
instance1893 0.001 0.008
instance1894 0.001 0.006
instance1895 0.001 0.005
instance1896 0.001 0.005
instance1897 0.001 0.005
instance1898 0.001 0.008
instance1899 0.001 0.005
instance1900 0.001 0.005
instance1901 0.001 0.005
instance1902 0.001 0.005
instance1903 0.001 0.005
instance1904 0.001 0.005
instance1905 0.001 0.005
instance1906 0.001 0.005
instance1907 0.001 0.005
instance1908 0.001 0.005
instance1909 0.003 0.024
instance1910 0.004 0.026
instance1911 0.005 0.024
instance1912 0.003 0.022
instance1913 0.002 0.024
instance1914 0.003 0.021
instance1915 0.004 0.035
instance1916 0.003 0.02
instance1917 0.003 0.019
instance1918 0.004 0.014
instance1919 0.002 0.013
instance1920 0.001 0.019
instance1921 0.002 0.019
instance1922 0.003 0.024
instance1923 0.003 0.021
instance1924 0.002 0.026
instance1925 0.003 0.025
instance1926 0.003 0.028
instance1927 0.002 0.02
instance1928 0.002 0.018
instance1929 0.003 0.021
instance1930 0.002 0.024
instance1931 0.002 0.021
instance1932 0.002 0.019
instance1933 0.002 0.024
instance1934 0.003 0.018
instance1935 0.003 0.015
instance1936 0.001 0.022
instance1937 0.003 0.026
instance1938 0.004 0.024
instance1939 0.004 0.023
instance1940 0.003 0.018
instance1941 0.003 0.024
instance1942 0.002 0.021
instance1943 0.002 0.017
instance1944 0.002 0.019
instance1945 0.002 0.026
instance1946 0.002 0.027
instance1947 0.002 0.019
instance1948 0.002 0.031
instance1949 0.002 0.018
instance1950 0.002 0.025
instance1951 0.002 0.027
instance1952 0.002 0.022
instance1953 0.001 0.013
instance1954 0.003 0.02
instance1955 0.004 0.024
instance1956 0.004 0.026
instance1957 0.003 0.025
instance1958 0.002 0.021
instance1959 0.002 0.014
instance1960 0.002 0.023
instance1961 0.002 0.026
instance1962 0.004 0.018
instance1963 0.004 0.018
instance1964 0.002 0.02
instance1965 0.004 0.023
instance1966 0.004 0.027
instance1967 0.004 0.023
instance1968 0.004 0.02
instance1969 0.002 0.023
instance1970 0.002 0.021
instance1971 0.002 0.023
instance1972 0.002 0.019
instance1973 0.002 0.027
instance1974 0.003 0.024
instance1975 0.004 0.024
instance1976 0.002 0.016
instance1977 0.001 0.022
instance1978 0.002 0.022
instance1979 0.002 0.016
instance1980 0.001 0.027
instance1981 0.002 0.02
instance1982 0.004 0.013
instance1983 0.004 0.012
instance1984 0.002 0.023
instance1985 0.002 0.023
instance1986 0.003 0.031
instance1987 0.002 0.026
instance1988 0.002 0.024
instance1989 0.001 0.018
instance1990 0.004 0.017
instance1991 0.004 0.022
instance1992 0.003 0.021
instance1993 0.004 0.026
instance1994 0.001 0.019
instance1995 0.002 0.019
instance1996 0.002 0.018
instance1997 0.002 0.027
instance1998 0.004 0.019
instance1999 0.004 0.022
instance2000 0.001 0.015
instance2001 0.002 0.02
instance2002 0.002 0.019
instance2003 0.005 0.025
instance2004 0.003 0.022
instance2005 0.002 0.021
instance2006 0.002 0.022
instance2007 0.002 0.014
instance2008 0.002 0.022
instance2009 0.002 0.019
instance2010 0.002 0.025
instance2011 0.004 0.028
instance2012 0.002 0.03
instance2013 0.004 0.022
instance2014 0.002 0.012
instance2015 0.003 0.027
instance2016 0.002 0.022
instance2017 0.001 0.021
instance2018 0.002 0.024
instance2019 0.004 0.025
instance2020 0.003 0.021
instance2021 0.002 0.024
instance2022 0.002 0.024
instance2023 0.003 0.024
instance2024 0.004 0.031
instance2025 0.002 0.026
instance2026 0.003 0.017
instance2027 0.003 0.022
instance2028 0.003 0.03
instance2029 0.004 0.022
instance2030 0.004 0.025
instance2031 0.004 0.039
instance2032 0.002 0.019
instance2033 0.004 0.017
instance2034 0.004 0.021
instance2035 0.005 0.02
instance2036 0.005 0.017
instance2037 0.004 0.023
instance2038 0.003 0.017
instance2039 0.004 0.015
instance2040 0.002 0.029
instance2041 0.002 0.024
instance2042 0.002 0.023
instance2043 0.002 0.019
instance2044 0.002 0.02
instance2045 0.002 0.017
instance2046 0.002 0.021
instance2047 0.001 0.025
instance2048 0.002 0.016
instance2049 0.005 0.022
instance2050 0.003 0.019
instance2051 0.002 0.021
instance2052 0.001 0.02
instance2053 0.002 0.028
instance2054 0.002 0.022
instance2055 0.002 0.022
instance2056 0.004 0.034
instance2057 0.002 0.026
instance2058 0.002 0.036
instance2059 0.002 0.027
instance2060 0.002 0.034
instance2061 0.004 0.021
instance2062 0.002 0.033
instance2063 0.002 0.019
instance2064 0.003 0.02
instance2065 0.004 0.019
instance2066 0.002 0.025
instance2067 0.002 0.016
instance2068 0.002 0.03
instance2069 0.001 0.021
instance2070 0.004 0.023
instance2071 0.004 0.02
instance2072 0.003 0.021
instance2073 0.004 0.021
instance2074 0.005 0.023
instance2075 0.002 0.018
instance2076 0.002 0.024
instance2077 0.002 0.025
instance2078 0.002 0.019
instance2079 0.003 0.017
instance2080 0.005 0.021
instance2081 0.004 0.023
instance2082 0.003 0.024
instance2083 0.002 0.02
instance2084 0.002 0.022
instance2085 0.002 0.029
instance2086 0.002 0.022
instance2087 0.002 0.023
instance2088 0.002 0.017
instance2089 0.002 0.025
instance2090 0.005 0.02
instance2091 0.004 0.019
instance2092 0.004 0.021
instance2093 0.002 0.021
instance2094 0.002 0.02
instance2095 0.002 0.022
instance2096 0.002 0.034
instance2097 0.002 0.028
instance2098 0.001 0.036
instance2099 0.002 0.028
instance2100 0.002 0.028
instance2101 0.001 0.015
instance2102 0.002 0.022
instance2103 0.002 0.013
instance2104 0.003 0.019
instance2105 0.005 0.024
instance2106 0.005 0.02
instance2107 0.004 0.018
instance2108 0.003 0.019
instance2109 0.007 0.041
instance2110 0.005 0.041
instance2111 0.006 0.033
instance2112 0.008 0.031
instance2113 0.007 0.051
instance2114 0.003 0.042
instance2115 0.002 0.029
instance2116 0.006 0.036
instance2117 0.006 0.032
instance2118 0.005 0.031
instance2119 0.006 0.032
instance2120 0.003 0.046
instance2121 0.004 0.04
instance2122 0.004 0.041
instance2123 0.005 0.058
instance2124 0.003 0.032
instance2125 0.004 0.045
instance2126 0.002 0.03
instance2127 0.003 0.049
instance2128 0.003 0.032
instance2129 0.004 0.047
instance2130 0.007 0.043
instance2131 0.004 0.052
instance2132 0.003 0.037
instance2133 0.005 0.024
instance2134 0.005 0.038
instance2135 0.003 0.029
instance2136 0.004 0.039
instance2137 0.002 0.038
instance2138 0.003 0.044
instance2139 0.004 0.046
instance2140 0.003 0.047
instance2141 0.009 0.047
instance2142 0.009 0.051
instance2143 0.003 0.051
instance2144 0.004 0.033
instance2145 0.004 0.039
instance2146 0.003 0.048
instance2147 0.006 0.051
instance2148 0.006 0.03
instance2149 0.004 0.053
instance2150 0.01 0.053
instance2151 0.003 0.058
instance2152 0.003 0.05
instance2153 0.004 0.033
instance2154 0.004 0.059
instance2155 0.004 0.053
instance2156 0.004 0.033
instance2157 0.004 0.026
instance2158 0.005 0.042
instance2159 0.004 0.041
instance2160 0.004 0.047
instance2161 0.007 0.029
instance2162 0.004 0.038
instance2163 0.004 0.037
instance2164 0.003 0.043
instance2165 0.007 0.038
instance2166 0.006 0.047
instance2167 0.004 0.035
instance2168 0.004 0.049
instance2169 0.005 0.065
instance2170 0.005 0.052
instance2171 0.003 0.038
instance2172 0.003 0.049
instance2173 0.007 0.028
instance2174 0.003 0.026
instance2175 0.004 0.067
instance2176 0.004 0.036
instance2177 0.006 0.054
instance2178 0.004 0.035
instance2179 0.003 0.031
instance2180 0.006 0.045
instance2181 0.004 0.028
instance2182 0.004 0.033
instance2183 0.007 0.037
instance2184 0.006 0.054
instance2185 0.013 0.054
instance2186 0.009 0.037
instance2187 0.01 0.05
instance2188 0.008 0.039
instance2189 0.007 0.052
instance2190 0.009 0.034
instance2191 0.003 0.029
instance2192 0.005 0.035
instance2193 0.004 0.036
instance2194 0.005 0.039
instance2195 0.004 0.032
instance2196 0.003 0.025
instance2197 0.003 0.038
instance2198 0.009 0.029
instance2199 0.008 0.029
instance2200 0.01 0.049
instance2201 0.01 0.055
instance2202 0.004 0.043
instance2203 0.004 0.051
instance2204 0.003 0.03
instance2205 0.003 0.038
instance2206 0.004 0.055
instance2207 0.004 0.03
instance2208 0.003 0.045
instance2209 0.006 0.051
instance2210 0.007 0.04
instance2211 0.009 0.041
instance2212 0.003 0.035
instance2213 0.003 0.057
instance2214 0.005 0.034
instance2215 0.003 0.038
instance2216 0.004 0.055
instance2217 0.007 0.032
instance2218 0.003 0.035
instance2219 0.006 0.04
instance2220 0.006 0.023
instance2221 0.004 0.045
instance2222 0.004 0.047
